1155.20,-421.60,-15646.40,-96.20,-5.20,68.00,0,0
1221.60,-468.00,-15630.40,-83.20,-12.60,72.60,0,0
1133.60,-433.60,-15697.60,-99.00,-18.40,67.80,0,0
1208.80,-454.40,-15615.20,-78.40,-16.40,68.00,0,0
1140.80,-395.20,-15674.40,-101.00,-18.80,80.40,0,0
1136.80,-444.00,-15644.00,-94.20,-19.00,77.80,0,0
1208.80,-448.00,-15644.00,-77.60,-3.00,73.00,0,0
1190.40,-469.60,-15651.20,-114.00,-10.20,68.40,0,0
1152.80,-482.40,-15669.60,-86.40,-28.00,75.00,0,0
1203.20,-444.80,-15695.20,-69.80,-4.40,71.80,0,0
1162.40,-451.20,-15683.20,-86.60,-8.80,85.40,0,0
1204.80,-438.40,-15691.20,-100.80,-24.40,80.60,0,0
1146.40,-491.20,-15638.40,-100.40,-16.80,67.20,0,0
1167.20,-433.60,-15705.60,-97.40,-5.60,73.80,0,0
1166.40,-528.00,-15620.80,-100.60,-19.00,75.00,0,0
1218.40,-477.60,-15643.20,-187.60,-26.60,105.40,0,0
984.80,-380.80,-15644.80,-90.00,-5.80,74.00,0,0
1372.80,-394.40,-15671.20,-77.80,-10.40,57.00,0,0
1064.00,-393.60,-15697.60,-77.80,-23.80,72.00,0,0
956.80,-532.00,-15715.20,-131.20,-17.40,38.80,0,0
1346.40,-380.80,-15616.80,-78.60,-20.60,67.80,0,0
1144.80,-164.80,-15686.40,-74.80,-30.00,28.60,0,0
1280.80,-629.60,-15636.80,-38.60,-2.40,121.20,0,0
1280.80,-382.40,-15455.20,-116.60,-0.80,72.60,0,0
1614.40,-648.80,-15846.40,-146.80,-34.00,62.60,0,0
1087.20,-478.40,-15608.00,-119.20,-21.80,60.80,0,0
650.40,-717.60,-15720.80,-94.60,-13.40,102.80,0,0
1291.20,-555.20,-15774.40,-133.60,-22.00,71.60,0,0
1063.20,-544.00,-15620.00,-79.00,-13.60,122.60,0,0
1256.80,-332.00,-15595.20,-75.20,-24.20,49.40,0,0
740.00,-384.00,-15665.60,-123.80,-17.60,95.80,0,0
1021.60,-400.00,-15823.20,-48.20,10.20,126.00,0,0
1140.80,-374.40,-15711.20,7.80,-44.20,60.40,0,0
796.80,-507.20,-15478.40,137.80,-362.00,87.20,0,0
1141.60,-306.40,-15856.80,-307.80,285.60,13.40,0,0
64.80,-1208.80,-15730.40,-186.40,39.80,162.40,0,0
691.20,-1093.60,-15840.80,-181.20,-7.40,124.80,0,0
1125.60,-498.40,-15548.80,-176.20,-11.00,-41.40,0,0
1271.20,-146.40,-15934.40,-224.40,-36.40,-0.60,0,0
668.80,-768.00,-15990.40,187.60,-157.00,-8.40,0,0
945.60,-740.00,-15613.60,-54.00,279.40,108.20,0,0
664.80,-287.20,-15834.40,-549.20,110.00,278.20,0,0
1212.00,-366.40,-15660.80,366.80,226.60,7.40,0,0
1304.80,-786.40,-15685.60,31.80,143.00,102.00,0,0
1302.40,-485.60,-15694.40,-250.40,69.40,193.20,0,0
1436.80,-331.20,-15652.00,-662.00,-173.00,77.40,0,0
1127.20,-167.20,-14907.20,320.40,27.60,-300.60,0,0
1157.60,22.40,-15689.60,-116.20,-23.00,51.60,0,0
1166.40,45.60,-15671.20,-99.20,-7.40,64.00,0,0
1124.00,48.00,-15668.00,-85.60,-16.40,69.80,0,0
1114.40,28.80,-15686.40,-80.80,-15.20,77.80,0,0
1102.40,4.00,-15682.40,-102.80,-21.20,70.80,0,0
1124.80,-16.80,-15650.40,-96.60,-17.00,68.60,0,0
1114.40,19.20,-15716.80,-96.60,-13.20,73.00,0,0
1152.00,-8.80,-15740.80,-93.60,-8.40,69.60,0,0
