1226.40,-477.60,-15863.20,-88.80,-7.40,75.40
1234.40,-436.80,-15850.40,-81.20,-24.40,62.60
1228.80,-469.60,-15917.60,-78.40,-14.40,70.60
1218.40,-482.40,-15819.20,-80.60,-3.40,70.20
1207.20,-431.20,-15810.40,-87.00,-8.20,74.00
1222.40,-502.40,-15851.20,-133.60,-17.20,72.60
1223.20,-438.40,-15860.00,-66.40,-3.20,66.60
1219.20,-465.60,-15825.60,-77.00,-11.60,68.80
1302.40,-420.80,-15807.20,-78.00,-10.00,142.80
1492.80,-285.60,-15874.40,-94.00,-5.00,365.40
1244.80,-556.80,-15890.40,-76.40,6.80,-199.40
1474.40,-335.20,-15784.80,-85.00,9.40,192.80
903.20,-701.60,-16034.40,-96.20,0.00,-537.40
1288.00,-351.20,-15879.20,-119.40,-15.40,-70.40
1500.00,-556.80,-15975.20,-54.80,34.80,234.00
1229.60,-597.60,-16023.20,-154.60,-26.80,-278.80
1376.80,-328.80,-15535.20,-81.40,-17.00,-688.40
1508.00,-657.60,-15492.00,-73.00,-5.60,-607.20
706.40,-573.60,-15962.40,-50.80,6.40,-160.00
876.00,-354.40,-15784.80,-80.80,-20.80,4.20
1254.40,-449.60,-15848.80,-75.60,-3.20,65.40
1174.40,-366.40,-15799.20,-138.40,-25.80,40.60
1284.00,-436.00,-15925.60,-93.20,-7.40,77.40
1284.80,-458.40,-15827.20,-73.80,-13.40,70.40
1279.20,-415.20,-15865.60,-81.00,-10.80,70.00
1275.20,-449.60,-15888.00,-92.40,-11.40,69.40
1262.40,-432.80,-15846.40,-76.00,-4.80,62.00
1257.60,-386.40,-15858.40,-83.60,-20.40,76.20
1273.60,-435.20,-15829.60,-78.60,-18.60,69.80
1272.80,-421.60,-15876.80,-78.00,-11.40,62.40
1300.80,-468.80,-15822.40,-87.20,-15.40,68.20
1266.40,-428.80,-15832.80,-91.00,-23.80,69.60
1278.40,-387.20,-15874.40,-86.40,-10.00,66.00
1292.80,-432.80,-15856.00,-63.80,-6.60,65.40
1296.00,-431.20,-15854.40,-75.20,-13.20,75.80
1285.60,-460.00,-15914.40,-76.80,-12.80,64.40
1292.00,-448.80,-15843.20,-64.20,-5.60,74.00
