1022,764,1837,13,15,10
1025,787,1864,9,9,11
1033,773,1892,12,10,11
1034,778,1886,11,10,7
1052,757,1852,12,6,7
1023,751,1878,9,31,13
1017,769,1880,10,5,20
1024,736,1825,9,10,13
1026,736,1847,11,11,8
1034,741,1829,13,11,9
1037,754,1877,11,16,13
1045,738,1854,9,7,10
969,752,1839,9,21,18
1028,744,1874,10,11,16
990,737,1854,12,15,9
1042,745,1907,10,55,17
1060,746,1833,11,6,13
1052,755,1821,11,11,6
1047,789,1860,11,20,14
1047,765,1867,12,5,16
1040,794,1866,11,22,6
1065,760,1868,11,14,8
1031,754,1838,12,9,9
1032,767,1865,8,11,13
1032,749,1840,9,18,9
1002,731,1897,10,8,8
998,730,1864,12,12,7
1055,739,1872,13,4,8
1022,778,1854,13,9,16
1028,754,1866,9,12,11
1034,759,1857,13,14,13
1068,760,1860,10,11,11
1057,765,1890,13,11,12
1021,768,1880,11,232,10
1034,739,1837,8,6,11
1076,764,1881,15,6,8
1046,747,1841,11,6,17
1016,765,1871,10,11,9
1016,772,1837,10,7,8
1047,743,1842,11,16,7
1048,749,1860,10,6,10
1038,762,1824,11,5,11
1050,761,1892,9,44,15
1024,753,1882,9,12,8
1058,765,1882,8,17,8
1064,793,1864,10,9,8
1052,745,1866,10,55,8
1033,778,1844,9,7,13
1042,751,1855,11,10,9
1016,724,1824,12,14,10
1045,754,1879,14,11,8
1056,769,1865,9,9,10
1042,778,1896,9,12,24
1061,750,1905,10,7,18
1055,759,1816,12,5,13
1029,764,1848,10,10,8
1050,775,1855,11,8,8
1036,750,1848,10,7,17
1052,769,1846,10,19,12
1038,749,1855,11,28,13
1048,755,1884,10,8,15
1051,769,1836,10,11,8
1031,743,1857,9,7,7
1053,741,1882,9,12,13
1030,740,1883,10,6,16
1024,736,1855,11,15,11
1054,764,1866,10,16,15
1033,750,1849,13,15,12
1037,740,1856,10,191,10
1027,753,1867,10,47,9
1035,766,1849,12,10,14
1038,758,1823,11,8,9
1036,753,1881,12,9,11
